5850.0,4.434,-1.8,-1.50000
5850.0,4.434,-1.8,-1.26316
5850.0,4.434,-1.8,-1.02632
5850.0,4.434,-1.8,-0.78947
5850.0,4.434,-1.8,-0.55263
5850.0,4.434,-1.8,-0.31579
5850.0,4.434,-1.8,-0.07895
5850.0,4.434,-1.8,0.15789
5850.0,4.434,-1.8,0.39474
5850.0,4.434,-1.8,0.63158
5850.0,4.434,-1.8,0.86842
5850.0,4.434,-1.8,1.10526
5850.0,4.434,-1.8,1.34211
5850.0,4.434,-1.8,1.57895
5850.0,4.434,-1.8,1.81579
5850.0,4.434,-1.8,2.05263
5850.0,4.434,-1.8,2.28947
5850.0,4.434,-1.8,2.52632
5850.0,4.434,-1.8,2.76316
5850.0,4.434,-1.8,3.00000
5217.0,4.508,-1.191,-1.50000
5217.0,4.508,-1.191,-1.26316
5217.0,4.508,-1.191,-1.02632
5217.0,4.508,-1.191,-0.78947
5217.0,4.508,-1.191,-0.55263
5217.0,4.508,-1.191,-0.31579
5217.0,4.508,-1.191,-0.07895
5217.0,4.508,-1.191,0.15789
5217.0,4.508,-1.191,0.39474
5217.0,4.508,-1.191,0.63158
5217.0,4.508,-1.191,0.86842
5217.0,4.508,-1.191,1.10526
5217.0,4.508,-1.191,1.34211
5217.0,4.508,-1.191,1.57895
5217.0,4.508,-1.191,1.81579
5217.0,4.508,-1.191,2.05263
5217.0,4.508,-1.191,2.28947
5217.0,4.508,-1.191,2.52632
5217.0,4.508,-1.191,2.76316
5217.0,4.508,-1.191,3.00000
6489.0,3.217,-2.562,-1.50000
6489.0,3.217,-2.562,-1.26316
6489.0,3.217,-2.562,-1.02632
6489.0,3.217,-2.562,-0.78947
6489.0,3.217,-2.562,-0.55263
6489.0,3.217,-2.562,-0.31579
6489.0,3.217,-2.562,-0.07895
6489.0,3.217,-2.562,0.15789
6489.0,3.217,-2.562,0.39474
6489.0,3.217,-2.562,0.63158
6489.0,3.217,-2.562,0.86842
6489.0,3.217,-2.562,1.10526
6489.0,3.217,-2.562,1.34211
6489.0,3.217,-2.562,1.57895
6489.0,3.217,-2.562,1.81579
6489.0,3.217,-2.562,2.05263
6489.0,3.217,-2.562,2.28947
6489.0,3.217,-2.562,2.52632
6489.0,3.217,-2.562,2.76316
6489.0,3.217,-2.562,3.00000
5296.0,4.497,-0.931,-1.50000
5296.0,4.497,-0.931,-1.26316
5296.0,4.497,-0.931,-1.02632
5296.0,4.497,-0.931,-0.78947
5296.0,4.497,-0.931,-0.55263
5296.0,4.497,-0.931,-0.31579
5296.0,4.497,-0.931,-0.07895
5296.0,4.497,-0.931,0.15789
5296.0,4.497,-0.931,0.39474
5296.0,4.497,-0.931,0.63158
5296.0,4.497,-0.931,0.86842
5296.0,4.497,-0.931,1.10526
5296.0,4.497,-0.931,1.34211
5296.0,4.497,-0.931,1.57895
5296.0,4.497,-0.931,1.81579
5296.0,4.497,-0.931,2.05263
5296.0,4.497,-0.931,2.28947
5296.0,4.497,-0.931,2.52632
5296.0,4.497,-0.931,2.76316
5296.0,4.497,-0.931,3.00000
6043.0,4.131,-1.038,-1.50000
6043.0,4.131,-1.038,-1.26316
6043.0,4.131,-1.038,-1.02632
6043.0,4.131,-1.038,-0.78947
6043.0,4.131,-1.038,-0.55263
6043.0,4.131,-1.038,-0.31579
6043.0,4.131,-1.038,-0.07895
6043.0,4.131,-1.038,0.15789
6043.0,4.131,-1.038,0.39474
6043.0,4.131,-1.038,0.63158
6043.0,4.131,-1.038,0.86842
6043.0,4.131,-1.038,1.10526
6043.0,4.131,-1.038,1.34211
6043.0,4.131,-1.038,1.57895
6043.0,4.131,-1.038,1.81579
6043.0,4.131,-1.038,2.05263
6043.0,4.131,-1.038,2.28947
6043.0,4.131,-1.038,2.52632
6043.0,4.131,-1.038,2.76316
6043.0,4.131,-1.038,3.00000
6272.0,3.955,-1.353,-1.50000
6272.0,3.955,-1.353,-1.26316
6272.0,3.955,-1.353,-1.02632
6272.0,3.955,-1.353,-0.78947
6272.0,3.955,-1.353,-0.55263
6272.0,3.955,-1.353,-0.31579
6272.0,3.955,-1.353,-0.07895
6272.0,3.955,-1.353,0.15789
6272.0,3.955,-1.353,0.39474
6272.0,3.955,-1.353,0.63158
6272.0,3.955,-1.353,0.86842
6272.0,3.955,-1.353,1.10526
6272.0,3.955,-1.353,1.34211
6272.0,3.955,-1.353,1.57895
6272.0,3.955,-1.353,1.81579
6272.0,3.955,-1.353,2.05263
6272.0,3.955,-1.353,2.28947
6272.0,3.955,-1.353,2.52632
6272.0,3.955,-1.353,2.76316
6272.0,3.955,-1.353,3.00000
