wl,flux
3000.000000000000,0.764023
3001.000000000000,0.633112
3002.000000000000,0.575145
3003.000000000000,0.584853
3004.000000000000,0.671395
3005.000000000000,0.744456
3006.000000000000,0.720898
3007.000000000000,0.655939
3008.000000000000,0.633528
3009.000000000000,0.677065
3010.000000000000,0.751379
3011.000000000000,0.778884
3012.000000000000,0.752697
3013.000000000000,0.748341
3014.000000000000,0.753551
3015.000000000000,0.739588
3016.000000000000,0.717637
3017.000000000000,0.673394
3018.000000000000,0.616715
3019.000000000000,0.547618
3020.000000000000,0.454608
3021.000000000000,0.455115
3022.000000000000,0.620532
3023.000000000000,0.757563
3024.000000000000,0.750016
3025.000000000000,0.677930
3026.000000000000,0.662670
3027.000000000000,0.748443
3028.000000000000,0.819977
3029.000000000000,0.806677
3030.000000000000,0.756482
3031.000000000000,0.732541
3032.000000000000,0.762900
3033.000000000000,0.808940
3034.000000000000,0.826748
3035.000000000000,0.835768
3036.000000000000,0.794449
3037.000000000000,0.689249
3038.000000000000,0.660556
3039.000000000000,0.725825
3040.000000000000,0.748766
3041.000000000000,0.717173
3042.000000000000,0.705616
3043.000000000000,0.743261
3044.000000000000,0.783715
3045.000000000000,0.800231
3046.000000000000,0.776413
3047.000000000000,0.705223
3048.000000000000,0.692337
3049.000000000000,0.747481
3050.000000000000,0.767123
3051.000000000000,0.779465
3052.000000000000,0.807737
3053.000000000000,0.782867
3054.000000000000,0.746498
3055.000000000000,0.752854
3056.000000000000,0.733573
3057.000000000000,0.645704
3058.000000000000,0.579818
3059.000000000000,0.602731
3060.000000000000,0.691504
3061.000000000000,0.778852
3062.000000000000,0.807913
3063.000000000000,0.770631
3064.000000000000,0.714209
3065.000000000000,0.681282
3066.000000000000,0.626721
3067.000000000000,0.587481
3068.000000000000,0.640636
3069.000000000000,0.728784
3070.000000000000,0.767715
3071.000000000000,0.753024
3072.000000000000,0.718764
3073.000000000000,0.721037
3074.000000000000,0.737204
3075.000000000000,0.711172
3076.000000000000,0.717820
3077.000000000000,0.747062
3078.000000000000,0.727099
3079.000000000000,0.720146
3080.000000000000,0.739599
3081.000000000000,0.733135
3082.000000000000,0.716127
3083.000000000000,0.728607
3084.000000000000,0.776215
3085.000000000000,0.814647
3086.000000000000,0.771118
3087.000000000000,0.667648
3088.000000000000,0.610069
3089.000000000000,0.609459
3090.000000000000,0.592846
3091.000000000000,0.549598
3092.000000000000,0.502571
3093.000000000000,0.489535
3094.000000000000,0.549819
3095.000000000000,0.599977
3096.000000000000,0.559251
3097.000000000000,0.519460
3098.000000000000,0.558495
3099.000000000000,0.567539
3100.000000000000,0.515823
3101.000000000000,0.503234
3102.000000000000,0.569109
3103.000000000000,0.677192
3104.000000000000,0.737837
3105.000000000000,0.728023
3106.000000000000,0.723047
3107.000000000000,0.766733
3108.000000000000,0.821608
3109.000000000000,0.818554
3110.000000000000,0.765787
3111.000000000000,0.740837
3112.000000000000,0.762307
3113.000000000000,0.775976
3114.000000000000,0.759883
3115.000000000000,0.769307
3116.000000000000,0.764377
3117.000000000000,0.706342
3118.000000000000,0.660368
3119.000000000000,0.626853
3120.000000000000,0.603911
3121.000000000000,0.611107
3122.000000000000,0.639086
3123.000000000000,0.692327
3124.000000000000,0.718641
3125.000000000000,0.689786
3126.000000000000,0.684527
3127.000000000000,0.704788
3128.000000000000,0.696318
3129.000000000000,0.682894
3130.000000000000,0.676075
3131.000000000000,0.679746
3132.000000000000,0.681780
3133.000000000000,0.666286
3134.000000000000,0.664656
3135.000000000000,0.689964
3136.000000000000,0.708067
3137.000000000000,0.737433
3138.000000000000,0.774115
3139.000000000000,0.779378
3140.000000000000,0.784807
3141.000000000000,0.788808
3142.000000000000,0.721233
3143.000000000000,0.538178
3144.000000000000,0.384451
3145.000000000000,0.425228
3146.000000000000,0.551059
3147.000000000000,0.614766
3148.000000000000,0.662419
3149.000000000000,0.732363
3150.000000000000,0.771993
3151.000000000000,0.774850
3152.000000000000,0.751305
3153.000000000000,0.740149
3154.000000000000,0.738393
3155.000000000000,0.694388
3156.000000000000,0.586842
3157.000000000000,0.450161
